DEPARTMENT;CODE;DESCRIPTION;RATE
"GENERAL MEDICINE";"735A";"PULMONARY FUNCTION TEST (PFT) MINOR";"45"
"GENERAL MEDICINE";"736A";"ALLERGIC SKIN TEST";"100"
"GENERAL MEDICINE";"737A";"ELISA FOR APOLIPOPROTEIN-A1";"25"
"GENERAL MEDICINE";"738A";"MASTER CHECK-UP";"60"
"GENERAL MEDICINE";"739A";"P E F R CHART";"15"
"GENERAL MEDICINE";"740A";"NEBULIZER USAGE";"6"
"GENERAL MEDICINE";"741A";"ICD INSERTION";"90"
"GENERAL MEDICINE";"742A";"BLOOD SUGAR (DEXTROMETER)";"7"
"GENERAL MEDICINE";"743A";"ASCITIC FLUID ASPIRATION";"15"
"GENERAL MEDICINE";"744A";"FREE RADICAL ESTIMATION";"20"
"GENERAL MEDICINE";"745A";"ALPHA PROTEASE INHIBITOR";"20"
"GENERAL MEDICINE";"746A";"SERUM CHOLINESTERASE";"2"
"GENERAL MEDICINE";"747A";"FIBRE OPTIC BRONCHOSCOPY (MINOR)";"60"
"GENERAL MEDICINE";"748A";"FIBRE OPTIC BRONCHOSCOPY WITH PROCEDURE";"80"
"GENERAL MEDICINE";"749A";"PULMONARY FUNCTION TEST (MAJOR)";"52"
"GENERAL MEDICINE";"750A";"SERUM CORTISOL (ELISA)";"50"
"GENERAL MEDICINE";"771A";"E.C.G.";"5"
"GENERAL MEDICINE";"772A";"A LIVER BIOPSY (MAJOR)";"50"
"GENERAL MEDICINE";"773A";"B LIVER BIOPSY (MINOR)";"40"
"GENERAL MEDICINE";"774A";"LUMBAR PUNCTURE";"22"
"GENERAL MEDICINE";"775A";"CENTRAL LINE CATHETER";"22"
"GENERAL MEDICINE";"776A";"T3";"15"
"GENERAL MEDICINE";"777A";"T4";"15"
"GENERAL MEDICINE";"778A";"TSH";"20"
"GENERAL MEDICINE";"779A";"T3,T4,TSH";"50"
"GENERAL MEDICINE";"780A";"HLA TISSUE TYPING CROSS MATCH";"350"
"GENERAL MEDICINE";"781A";"HLA TISSUE TYPING FOR EACH EXTRA DONOR";"150"
"GENERAL MEDICINE";"782A";"HLA TISSUE TYPING CROSS MATCH BEFORE TRANSPLA";"50"
"GENERAL MEDICINE";"783A";"SERUM LACTATE";"30"
"GENERAL MEDICINE";"784A";"INSULIN (PER ASSAY)";"25"
"GENERAL MEDICINE";"785A";"ENDOXAN PULSE THERAPY";"4"
"GENERAL MEDICINE";"786A";"METHYL PREDNISOLONE PULSE THERAPY";"4"
"GENERAL MEDICINE";"787A";"JOINT ASPIRATION (ONLY PROCEDURE)";"10"
"GENERAL MEDICINE";"788A";"JOINT INJECTION (ONLY PROCEDURE)";"10"
"GENERAL MEDICINE";"789A";"IV DRUG/BLOOD ADMINISTRATION";"10"
"GENERAL MEDICINE";"790A";"INVASIVE VENTILATORY SUPPORT";"140"
"GENERAL MEDICINE";"791A";"NON INVASIVE VENTILATORY SUPPORT (CPAP)";"50"
"GENERAL MEDICINE";"792A";"INVASIVE VENTILATORY SUPPORT + INVASIVE MONIT";"190"
"GENERAL MEDICINE";"793A";"INVASIVE MONITORING";"50"
"MICROBIOLOGY";"200A";"STAINING";"7"
"MICROBIOLOGY";"200C";"MANTOUX TEST";"7"
"MICROBIOLOGY";"201A";"AEROBIC CULTURE";"50"
"MICROBIOLOGY";"201B";"AEROBIC + FAN";"70"
"MICROBIOLOGY";"201C";"AEROBIC + ANAEROBIC";"50"
"MICROBIOLOGY";"202A";"BLOOD/FUNGAL CULTURE";"40"
"MICROBIOLOGY";"202W";"BLOOD CULTURE";"60"
"MICROBIOLOGY";"203A";"ANAEROBIC CULTURE";"40"
"MICROBIOLOGY";"204A";"TB CULTURE";"50"
"MICROBIOLOGY";"204B";"TB CULTURE (EXTERNAL)";"150"
"MICROBIOLOGY";"204C";"PCR FOR M.TB";"300"
"MICROBIOLOGY";"204S";"MYCOBACTERIAL SENSITIVITY TEST";"300"
"MICROBIOLOGY";"205A";"AGGLUTINATION";"20"
"MICROBIOLOGY";"206A";"IMMUNOGLOBULINS";"25"
"MICROBIOLOGY";"207A";"BRUCELLA";"30"
"MICROBIOLOGY";"208A";"MYCOPLASMA";"30"
"MICROBIOLOGY";"209A";"WEIL FELIX";"60"
"MICROBIOLOGY";"210A";"DOT HIV";"40"
"MICROBIOLOGY";"211A";"ANTI DNA";"160"
"MICROBIOLOGY";"211B";"ANTI RNP ANTIBODIES";"40"
"MICROBIOLOGY";"211C";"ANTI ENA PROFILE";"160"
"MICROBIOLOGY";"211D";"ANTI SCL - 70 ANTIBODIES";"40"
"MICROBIOLOGY";"211E";"ANTI HAV (TOTAL)";"30"
"MICROBIOLOGY";"212A";"HEPATITIS A (IgM)";"75"
"MICROBIOLOGY";"213A";"HBS Ag";"22"
"MICROBIOLOGY";"213B";"HBS AG SPOT TEST";"40"
"MICROBIOLOGY";"214A";"ANTI HBS";"40"
"MICROBIOLOGY";"215A";"HIV";"25"
"MICROBIOLOGY";"216A";"HERPES SIMPEX 1 (IGG+IGM)";"50"
"MICROBIOLOGY";"216B";"HERPES SIMPEX 2 (IGG+IGM)";"50"
"MICROBIOLOGY";"217A";"MEASLES (IGG+IGM)";"75"
"MICROBIOLOGY";"218A";"MUMPS (IgG)";"75"
"MICROBIOLOGY";"219A";"EBV";"40"
"MICROBIOLOGY";"220A";"VARICELLA ZOSTER (IGG+IGM)";"75"
"MICROBIOLOGY";"221A";"AMOEBIC";"40"
"MICROBIOLOGY";"222A";"CYSTIDERODOSUS";"30"
"MICROBIOLOGY";"223A";"EDHINOCOOCUS";"30"
"MICROBIOLOGY";"224A";"IgM RF";"25"
"MICROBIOLOGY";"225A";"CIRC. IMM. COMPLEX";"25"
"MICROBIOLOGY";"226A";"ANTI DsDNA";"30"
"MICROBIOLOGY";"227A";"ANF";"30"
"MICROBIOLOGY";"228A";"ANTI Sm";"40"
"MICROBIOLOGY";"229A";"A N C A";"30"
"MICROBIOLOGY";"230A";"HBe Ag";"37"
"MICROBIOLOGY";"231A";"ANTI HBe";"37"
"MICROBIOLOGY";"232A";"TOXOPLASMA (IgG + IgM)";"75"
"MICROBIOLOGY";"233A";"RUBELLA (IgG + IgM)";"75"
"MICROBIOLOGY";"234A";"Cytomegalo Virus (IgG +IgM)";"75"
"MICROBIOLOGY";"235A";"ANTI CARDIOLIPIN";"90"
"MICROBIOLOGY";"236A";"ANTI DNP";"40"
"MICROBIOLOGY";"237A";"SLE PROFILE";"200"
"MICROBIOLOGY";"237W";"SLE PROFILE";"320"
"MICROBIOLOGY";"238A";"ANTI THYROID";"100"
"MICROBIOLOGY";"239A";"H C V";"40"
"MICROBIOLOGY";"239C";"HCV QUALITATIVE PCR";"150"
"MICROBIOLOGY";"240A";"HEPATITIS PROFILE";"150"
"MICROBIOLOGY";"240W";"HEPATITIS PROFILE";"300"
"MICROBIOLOGY";"241A";"TORCH COMPLEX";"250"
"MICROBIOLOGY";"241W";"TORCH COMPLEX";"400"
"MICROBIOLOGY";"242A";"WESTERN BLOT";"180"
"MICROBIOLOGY";"242B";"CD4 + CD8 (COUNT)";"150"
"MICROBIOLOGY";"242C";"CD COUNTS";"150"
"MICROBIOLOGY";"242D";"HIV MONITOR";"450"
"MICROBIOLOGY";"242W";"WESTERN BLOT";"360"
"MICROBIOLOGY";"243A";"ELISA TB";"50"
"MICROBIOLOGY";"244A";"RHEUMATOID PROFILE";"100"
"MICROBIOLOGY";"244W";"RHEUMATOID PROFILE";"150"
"MICROBIOLOGY";"245A";"IMMUNOGLOBULINS(IgG, IgM & IgA)";"105"
"MICROBIOLOGY";"246A";"HbC IgM";"75"
"MICROBIOLOGY";"247A";"CRYPTOCOCCAL LATEX AGGLUTINATION";"60"
"MICROBIOLOGY";"248A";"FAN blood culture";"50"
"MICROBIOLOGY";"248W";"FAN AEROBIC BLOOD CULTURE";"80"
"MICROBIOLOGY";"249A";"IMMUNOGLOBULIN (SINGLE)";"35"
"MICROBIOLOGY";"249B";"T P H A";"30"
"MICROBIOLOGY";"249C";"PUO PROFILE";"250"
"MICROBIOLOGY";"249D";"COMPLEMENT C3";"35"
"MICROBIOLOGY";"249E";"COMPLEMENT C4";"35"
"MICROBIOLOGY";"249F";"LEPTOSPIRA ANTIBODIES";"40"
"MICROBIOLOGY";"249G";"MYCOPLASMA ANTIBODIES";"40"
"MICROBIOLOGY";"249H";"ANTI NEUTROPHIL CYCOPLASMIC ANTIBODIES(ANCA)";"150"
"MICROBIOLOGY";"249J";"VIRAL LOAD TESTING FOR HIV";"450"
"MICROBIOLOGY";"250";"LYME (IGG + IGM)";"50"
"MICROBIOLOGY";"251";"ANTI HAV TOTAL(IGG +IGM)";"40"
"MICROBIOLOGY";"MB200";"DENGUE SEROLOGY (ELISA)";"60"
"MICROBIOLOGY";"MB201";"DENGUE SEROLOGY (RAPID)";"50"
"MICROBIOLOGY";"MB202";"SS-A(RO)";"40"
"MICROBIOLOGY";"MB203";"SS-B (LA)";"40"
"MICROBIOLOGY";"MB204";"ANTI CENROMERE ABS";"40"
"MICROBIOLOGY";"MB205";"ANTI MITOCHONDRIAL ABS";"40"
"MEDICAL ONCOLOGY";"1101";"BONE MARROW ASPIRATION PROCEDURE ONLY";"22"
"MEDICAL ONCOLOGY";"1102";"BONE MARROW BIOPSY PROCEDURE ONLY";"30"
"MEDICAL ONCOLOGY";"1103";"L.P. FOR CSF CYTOLOGY";"7"
"MEDICAL ONCOLOGY";"1104";"L.P. WITH INTRATHECAL INJECTION";"10"
"MEDICAL ONCOLOGY";"1105";"CHEMOTHERAPY CHARGES";"10"
"MEDICAL ONCOLOGY";"1106";"CENTRAL VENUS CATHETERISATION BED SIDE";"90"
"MEDICAL ONCOLOGY";"1107";"PLEURODESIS";"50"
"MEDICAL ONCOLOGY";"1108";"FNAC PROCEDURE ONLY";"10"
"MEDICAL ONCOLOGY";"1109";"PUNCH BIOPSY PROCEDURE ONLY";"10"
"MEDICAL ONCOLOGY";"1110";"PAP SMEAR";"10"
"MEDICAL ONCOLOGY";"1111";"DIAGNOSTIC CURETTAGE";"37"
"MEDICAL ONCOLOGY";"1112";"EUA GYNAECOLOGIC";"37"
"MEDICAL ONCOLOGY";"1113";"HOMEOPATHIC CONSULTATION";"10"
"MEDICAL ONCOLOGY";"1114";"PCA PUMP PER DAY";"30"
"MEDICAL ONCOLOGY";"1115";"INFUSION PUMP PER DAY";"30"
"MEDICAL ONCOLOGY";"1116";"LIVER BIOPSY";"75"
"MEDICAL ONCOLOGY";"1117";"PARACENTESIS";"15"
"MEDICAL ONCOLOGY";"1118";"CANCER CHECKUP AND COUNC ELLING";"75"
"MEDICAL ONCOLOGY";"1119";"APHARESIS PLATELETS (CONSUMABLES EXTRA)";"75"
"MEDICAL ONCOLOGY";"1120";"APHARESIS STEMCELLS (CONSUMABLES EXTRA)";"450"
"MEDICAL ONCOLOGY";"1121";"TRANSPLANT PROCEDURE ONLY (CONSUMABLES EXTRA";"7500"
"MEDICAL ONCOLOGY";"1122";"INTRAPLURAL AND INTRAPERITONEAL CHEMOTHERAPY";"30"
"MEDICAL ONCOLOGY";"1123";"EMERGENCY CONSULTATION";"30"
"MEDICAL ONCOLOGY";"1124";"ROUTINE CONSULTATION";"20"
"MEDICAL ONCOLOGY";"INTR";"INTRA-A";"135"
"NEUROLOGY";"250A";"E.E.G.";"30"
"NEUROLOGY";"250B";"E.E.G. (WITH ACTIVATION PROCEDURES)";"50"
"NEUROLOGY";"250C";"E.E.G. (DIGITAL)";"100"
"NEUROLOGY";"251A";"LATE RESPONSE";"60"
"NEUROLOGY";"252A";"EMNG (MINOR)";"75"
"NEUROLOGY";"252B";"EMNG (MAJOR)";"100"
"NEUROLOGY";"253A";"VEP";"60"
"NEUROLOGY";"254A";"SEP (ONE NERVE)";"70"
"NEUROLOGY";"254B";"SEP (TWO NERVES/DERMATONAL/PARASPINAL)";"100"
"NEUROLOGY";"255A";"BAEP";"75"
"NEUROLOGY";"255B";"BAEP (HEARING THRESHOLDS)";"150"
"NEUROLOGY";"256A";"SINGLE FIBRE EMG";"150"
"NEUROLOGY";"257A";"CENTRAL MOTOR CONDUCTION (UPPER OR LOWER LIM";"80"
"NEUROLOGY";"257B";"CENTRAL MOTOR CONDUCTION(BOTH UPPER OR LOWER";"120"
"NEUROLOGY";"258A";"QUANTITATIVE EMG";"150"
"NEUROLOGY";"259A";"DECREMENT RESPONSE";"75"
"NEUROLOGY";"260A";"BLINK REFLEX";"70"
"NEUROLOGY";"261A";"CAROTID DOPPLER";"50"
"NEUROLOGY";"262A";"BLOOD SUGAR (GLUCOMETER)";"7"
"NEUROLOGY";"263A";"AUTONOMIC FUNCTION TEST";"80"
"NEUROLOGY";"264A";"ELECTROPHYSIOLOGICAL EVALUATION OF MYOCLONIC";"150"
"NEUROLOGY";"265A";"RESPIRATORY THERAPY";"30"
"NEUROLOGY";"266A";"LUMBAR PUNCTURE";"40"
"NEUROLOGY";"267A";"VENTILATORY CHARGES";"80"
"NEUROLOGY";"268A";"PROLONGED VIDEO EEG RECORDING (3 HOURS)";"300"
"NEUROLOGY";"268B";"PROLONGED VIDEO EEG RECORDING (6 HOURS) OR M";"600"
"NEUROLOGY";"269A";"INTRA OPERATIVE EPS";"600"
"NEUROLOGY";"270A";"SPEECH THERAPY (UPTO 2 VISITS)";"30"
"NEUROLOGY";"270B";"SPEECH THERAPY (UPTO 6 VISITS)";"90"
"NEUROLOGY";"270C";"SPEECH THERAPY (UPTO A MONTH)";"150"
"NEUROLOGY";"270D";"SPEECH THERAPY FOLLOW UP";"30"
"NEUROLOGY";"271A";"PSYCHOMETRY (SCREENING TESTS)";"45"
"NEUROLOGY";"271B";"PSYCHOMETRY (COMPLICATED TESTS)";"100"
"NEUROLOGY";"272A";"SLEEP STUDY (OVER NIGHT)";"400"
"NEUROLOGY";"272B";"SLEEP STUDY (OVER NIGHT + MSLT)";"200"
"NEUROLOGY";"273A";"PRE OPERATIVE EVALUATION OF EPILEPTIC FOCUS";"3500"
"NEUROLOGY";"274A";"FOCAL NEUROPARALYTIC THERAPY(INJ.BOTULINUM T";"1500"
"NEUROLOGY";"275A";"PROLONGED DIGITAL EEG (3 HOURS)";"300"
"NEUROLOGY";"275B";"PROLONGED DIGITAL EEG (6 HOURS)";"600"
"NEUROLOGY";"276A";"I.Q";"30"
"NEUROLOGY";"276B";"LOBE FUNCTIONS";"40"
"NEUROLOGY";"277A";"NEUROPSYCHOLOGICAL TESTS";"75"
"NEUROLOGY";"277B";"PSYCHOMETRY";"40"
"NEUROLOGY";"278A";"4 CONTACT SUBDURAL STRIP";"2000"
"NEUROLOGY";"278B";"6 CONTACT SUBDURAL STRIP";"2500"
"NEUROLOGY";"278C";"8 CONTACT SUBDURAL STRIP";"3000"
"NEUROLOGY";"278D";"4 CONTACT DEPTH ELECTRODES";"1200"
"NEUROLOGY";"278E";"6 CONTACT DEPTH ELECTRODES";"1500"
"NEUROLOGY";"278F";"8 CONTACT DEPTH ELECTRODES";"2000"
"NEUROLOGY";"ICMR";"ICMR CAROTID DOPPLER";"35"
"NEUROLOGY";"LMT-A";"ECG";"5"
"NEUROLOGY";"LMT-C";"ECHO";"50"
"NEUROLOGY";"LMT-D";"CARBAMAZEPINE SERUM LEVELS";"20"
"NEUROLOGY";"LMT-E";"PHENOBARBITONE SERUM LEVELS";"20"
"NEUROLOGY";"LMT-F";"PHENYTOIN SERUM LEVELS";"20"
"NEUROLOGY";"LMT-N";"E.E.G";"17"
"NEUROLOGY";"LMT-P";"HB/PCV/TDC/CUE";"14"
"NEUROLOGY";"LMT-R";"CT BRAIN (PLAIN)";"120"
"NEUROLOGY";"LMT-S";"LFT/SB(T)/SGOT/SGPT/AP(T&P)/BU/SC/SE";"76"
"NUCLEAR MEDICINE";"901A";"THYROID RIA T3";"15"
"NUCLEAR MEDICINE";"901N";"THYROID RIA T3";"15"
"NUCLEAR MEDICINE";"902A";"THYROID RIA T4";"15"
"NUCLEAR MEDICINE";"902N";"THYROID RIA T4";"15"
"NUCLEAR MEDICINE";"903A";"THYROID RIA TSH";"20"
"NUCLEAR MEDICINE";"903N";"THYROID RIA TSH";"20"
"NUCLEAR MEDICINE";"904A";"THYROID RIA T3, T4, TSH";"50"
"NUCLEAR MEDICINE";"904N";"THYROID RIA T3,T4 & TSH";"50"
"NUCLEAR MEDICINE";"905A";"THYROID IODINE UPTAKE";"50"
"NUCLEAR MEDICINE";"905N";"THYROID IODINE UPTAKE";"50"
"NUCLEAR MEDICINE";"906A";"THYROID SCAN";"60"
"NUCLEAR MEDICINE";"906N";"THYROID CONSULTATION";"5"
"NUCLEAR MEDICINE";"907A";"LOW DOSE IODINE THERAPY";"110"
"NUCLEAR MEDICINE";"907N";"CR-51 RBC SURVIVAL";"250"
"NUCLEAR MEDICINE";"908A";"HIGH DOSE IODINE THERAPY";"250"
"NUCLEAR MEDICINE";"908N";"CR-51 RBC VOLUME";"150"
"NUCLEAR MEDICINE";"909A";"THYROID CONSULTATION";"110"
"NUCLEAR MEDICINE";"909N";"THYROID SCAN";"60"
"NUCLEAR MEDICINE";"910A";"LIVER COLLOID SCAN";"110"
"NUCLEAR MEDICINE";"910N";"WHOLE BODY IODINE-131 SCAN";"150"
"NUCLEAR MEDICINE";"911A";"STRONTIUM -89 THERAPY";"4000"
"NUCLEAR MEDICINE";"911N";"LIVER COLLOID SCAN";"110"
"NUCLEAR MEDICINE";"912A";"LIVER HEPATO BILIARY (MEBROFENIN)";"110"
"NUCLEAR MEDICINE";"912N";"LIVER HEPATO BILIARY(MEBROFENIN)";"110"
"NUCLEAR MEDICINE";"913A";"OESOPHAGUS TRANSIT SCAN (ROTS)";"60"
"NUCLEAR MEDICINE";"913N";"DENATURED RBC SPLENIC SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"914A";"ABDOMEN BLOOD POOL SCAN (GI BLEED, HEMANGIOMA";"150"
"NUCLEAR MEDICINE";"914N";"OESOPHAGEAL TRANSIT STUDY";"60"
"NUCLEAR MEDICINE";"915A";"ABDOMEN PERTECH SCAN (MECKEL'S)";"60"
"NUCLEAR MEDICINE";"915N";"ABDOMEN BLOOD POOL SCAN(GI BLEED,HEMANGIOM)";"150"
"NUCLEAR MEDICINE";"916A";"GASTRIC EMPTYING LIQUID";"80"
"NUCLEAR MEDICINE";"916N";"ABDOMEN PERTECH SCAN - MECKEL S";"60"
"NUCLEAR MEDICINE";"917A";"STANDARD RENOGRAM";"100"
"NUCLEAR MEDICINE";"917N";"GASTRIC EMPTYING LIQUID";"80"
"NUCLEAR MEDICINE";"918A";"RENOGRAM";"150"
"NUCLEAR MEDICINE";"918N";"GASTRO OESOPHAGEAL REFLUX";"80"
"NUCLEAR MEDICINE";"919A";"RADIONUCLIDE CYSTOGRAPHY";"80"
"NUCLEAR MEDICINE";"919N";"DUODENOGASTRIC REFLUX";"100"
"NUCLEAR MEDICINE";"920A";"BONE SCAN";"120"
"NUCLEAR MEDICINE";"920N";"STANDARD RENOGRAM";"100"
"NUCLEAR MEDICINE";"921A";"RADIONUCLIDE GFR";"60"
"NUCLEAR MEDICINE";"921N";"CAPTOPRIL RENOGRAM";"150"
"NUCLEAR MEDICINE";"922A";"MUGA RNV SCAN";"100"
"NUCLEAR MEDICINE";"922N";"LOSARTIN RENOGRAM";"200"
"NUCLEAR MEDICINE";"923A";"STRESS EX.MUGA";"150"
"NUCLEAR MEDICINE";"923N";"RADIONUCLIDE CYSTOGRAPHY";"80"
"NUCLEAR MEDICINE";"924A";"CARDIAC FIRST PASS";"100"
"NUCLEAR MEDICINE";"924N";"RADIONUCLIDE GFR";"60"
"NUCLEAR MEDICINE";"925A";"ISOTOPE VENOGRAM";"100"
"NUCLEAR MEDICINE";"925N";"DMSA RENAL SCINTIGRAPHY";"100"
"NUCLEAR MEDICINE";"926A";"LUNG PERFUSION SCAN";"100"
"NUCLEAR MEDICINE";"926N";"RADIONUCLIDE PHALLOGRAM";"100"
"NUCLEAR MEDICINE";"927A";"LUNG VENTILATION SCAN";"100"
"NUCLEAR MEDICINE";"927N";"TESTICULAR IMAGING";"50"
"NUCLEAR MEDICINE";"28A";"ADIONUCLIDE BRAIN SCAN";"10000"
"NUCLEAR MEDICINE";"928N";"MUGA RNV SCAN";"100"
"NUCLEAR MEDICINE";"929A";"Cr-51 RBC Survival";"250"
"NUCLEAR MEDICINE";"929N";"STRESS EX.MUGA";"150"
"NUCLEAR MEDICINE";"930A";"THALLIUM ISOTOPE CHARGES";"150"
"NUCLEAR MEDICINE";"930N";"CARDIAC FIRST PASS";"100"
"NUCLEAR MEDICINE";"931A";"MYOCARDIAL PERFUSION SCAN SPECT";"60"
"NUCLEAR MEDICINE";"931N";"TL-201 MYOCARDIAL SPECT SCINTIGRAPHY";"600"
"NUCLEAR MEDICINE";"932A";"PARATHYROID SCAN DERV.CHARGES";"150"
"NUCLEAR MEDICINE";"932N";"TETROFOSMIN/MIBI MYOCARDIAL SPECT";"400"
"NUCLEAR MEDICINE";"933A";"ADRENAL MIBG SCINTIGRAPHY";"300"
"NUCLEAR MEDICINE";"933N";"PHARMACOLOGICAL STRESS (ADENOSINE)";"200"
"NUCLEAR MEDICINE";"934A";"ADRENAL SCAN SERV. CHARGES";"120"
"NUCLEAR MEDICINE";"934N";"RADIONUCLIDE VENOGRAM";"100"
"NUCLEAR MEDICINE";"935A";"ADRENAL SCAN ISOTOPE";"150"
"NUCLEAR MEDICINE";"935N";"LUNG PERFUSION SCAN";"120"
"NUCLEAR MEDICINE";"936A";"GALLIUM SCAN SERV. CHARGES";"150"
"NUCLEAR MEDICINE";"936N";"LUNG VENTILATION SCAN";"100"
"NUCLEAR MEDICINE";"937A";"GALLIUM SCAN ISOTOPE";"100"
"NUCLEAR MEDICINE";"937N";"LYMPHANGIOGRAM";"110"
"NUCLEAR MEDICINE";"938A";"REGISTRATION FEE (DIRECT REFERENCE))";"10"
"NUCLEAR MEDICINE";"938N";"PARATHYROID SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"939A";"LYMPHANGIOGRAM";"110"
"NUCLEAR MEDICINE";"939N";"ADRENAL MIBG SCINTIGRAPHY";"600"
"NUCLEAR MEDICINE";"940A";"I-131 WHOLE BODY SCAN (LARGE DOSE)";"150"
"NUCLEAR MEDICINE";"940N";"BONE SCAN";"140"
"NUCLEAR MEDICINE";"941A";"Cr-51 labelled inv RBC-red blood";"150"
"NUCLEAR MEDICINE";"941N";"BONE SPECT SCINTIGRAPHY";"200"
"NUCLEAR MEDICINE";"942A";"Cr-51 Labelled RBC-Red Cell Study";"250"
"NUCLEAR MEDICINE";"942N";"BONE MARROW SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"943A";"Radionuclide Phallogram";"100"
"NUCLEAR MEDICINE";"943N";"ECD BRAIN SPECT";"200"
"NUCLEAR MEDICINE";"944A";"D.M.S.A. Scan";"100"
"NUCLEAR MEDICINE";"944N";"HMPAO BRAIN SPECT";"500"
"NUCLEAR MEDICINE";"945A";"RADIONUCLIDE PLATELET SCINTIGRAPHY";"50"
"NUCLEAR MEDICINE";"945N";"RADIONUCLIDE CISTERNOGRAPHY";"150"
"NUCLEAR MEDICINE";"946A";"RADIONUCLIDE LEUCOCYTE SCINTIGRAPHY";"100"
"NUCLEAR MEDICINE";"946N";"CSF LEAK SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"947A";"GASTRO OESOPHAGEAL REFLUX";"80"
"NUCLEAR MEDICINE";"947N";"CSF SHUNT SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"948A";"DUOVENOGASTRIC REFLUX";"100"
"NUCLEAR MEDICINE";"948N";"GALLIUM-67 SCINTIGRAPHY";"700"
"NUCLEAR MEDICINE";"949A";"G-I BLEAD STUDY";"120"
"NUCLEAR MEDICINE";"949N";"IN-III PLATELET SCINTIGRAPHY";"800"
"NUCLEAR MEDICINE";"950A";"DENATURED RBC SPLINIC SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"950B";"BLOOD POOL SCINTIGRAPHY (LIVER)";"150"
"NUCLEAR MEDICINE";"950C";"COLLOID BONE MARROW SCAN";"150"
"NUCLEAR MEDICINE";"950D";"TL-201 MYOCARDIAL SPECT SCINTIGRAPHY";"600"
"NUCLEAR MEDICINE";"950E";"ADENSOSINE THALIUM SPECT";"700"
"NUCLEAR MEDICINE";"950F";"TETROFOSMIN/MIBI MYO CARDIAL SPECT";"300"
"NUCLEAR MEDICINE";"950G";"ADENOSINE MYO CARDIAL SPECT";"400"
"NUCLEAR MEDICINE";"950H";"ECD BRAIN SPECT";"200"
"NUCLEAR MEDICINE";"950I";"HMPAO BRAIN SPECT";"500"
"NUCLEAR MEDICINE";"950J";"RADIO NUCLIDE CISTEROGRAPHY";"150"
"NUCLEAR MEDICINE";"950K";"CSF LEAK SCINIGRAPHY";"150"
"NUCLEAR MEDICINE";"950L";"CSF SHUNT SCINTIGRAPHY";"150"
"NUCLEAR MEDICINE";"950M";"GALLIUM -67 SCINTIGRAPHY";"700"
"NUCLEAR MEDICINE";"950O";"TC- 99M - LEUCOCYTE SCINTIGRAPHY";"500"
"NUCLEAR MEDICINE";"950P";"EMERGENCY SCAN SERVICE CHARGES";"10"
"NUCLEAR MEDICINE";"950Q";"TC-99MM LEUCOCYTE SCINTIGRAPHY";"500"
"NUCLEAR MEDICINE";"950R";"EMERGENCY SCAN SERVICE CHARGES";"20"
"NUCLEAR MEDICINE";"950S";"PHOSPHORUS - 32 THERAPY";"250"
"NUCLEAR MEDICINE";"950T";"LOW DOSE IODINE THERAPY";"150"
"NUCLEAR MEDICINE";"950U";"STRONTIUM-89 THERAPY";"4000"
"NUCLEAR MEDICINE";"950V";"RADIATION SYNOVECTOMY";"1000"
"NUCLEAR MEDICINE";"950X";"THYROID ABLATION DOSE";"400"
"NUCLEAR MEDICINE";"950Y";"ADDITIONAL RADIO PHARMACEUTICAL CHARGES";"50"
"NUCLEAR MEDICINE";"950Z";"ADDITIONAL RADIO PHARMACEUTICAL CHARGES";"100"
"NEPHOROLOGY";"/";"";""
"NEPHOROLOGY";"951A";"HAEMODIALYSIS *";"150"
"NEPHOROLOGY";"951B";"HAEMODIALYSIS (HEPARIN FREE) *";"200"
"NEPHOROLOGY";"951C";"HAEMODIALYSIS (BICARB)";"150"
"NEPHOROLOGY";"951D";"HAEMODIALYSIS";"100"
"NEPHOROLOGY";"951E";"HAEMODYALSIS (BEDSIDE)";"250"
"NEPHOROLOGY";"951F";"HAEMODIALYSIS WITH LMWH";"150"
"NEPHOROLOGY";"951G";"HAEMODIALYSIS WITH ERYTHROPOIETIN";"200"
"NEPHOROLOGY";"951H";"HAEMODIALYSIS WITH LMWH+ERYTHROPOIETIN";"250"
"NEPHOROLOGY";"951I";"EMERGENCY HAEMODIALYSIS";"200"
"NEPHOROLOGY";"951J";"HAEMODIALYSIS WITH I.V.IRON";"150"
"NEPHOROLOGY";"951K";"HEMODIALYSIS WITH ERYTHROPOIETIN 2000UTS+I.V";"250"
"NEPHOROLOGY";"951L";"HAEMODIALYSIS NON-REUSE";"200"
"NEPHOROLOGY";"951M";"HEMODIALYSIS WITH ERYTHROPOIETIN 3000UTS+I.V";"300"
"NEPHOROLOGY";"951N";"HEMODIA(BICARB) WITH ERYTHROPOLETIN4000UTS+I";"350"
"NEPHOROLOGY";"951O";"HEMODIA(BICARB) WITH ERYTHROPOLETIN5000UTS+I";"400"
"NEPHOROLOGY";"952A";"PERITONEAL DIALYSIS (ROUTINE) **";"200"
"NEPHOROLOGY";"952B";"PERITONEAL DIALYSIS (EMERGENCY/BED SIDE) **";"60"
"NEPHOROLOGY";"952C";"PERITONEAL DIALYSIS TRAY CHARGES";"35"
